client_uuid,loan_uuid,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due,segment
1113,2467,2022-09-04,690500,2025-09-04,2025-09-04,192656.85,244,High Risk
98,2468,2021-01-10,1175818,2022-01-10,2022-01-10,588916.38,0,Standard
302,2469,2020-10-05,4406917,2022-10-05,2022-10-05,3715460.73,0,Standard
1250,2470,2021-06-22,4085900,2022-06-22,2022-06-22,4044611.4,67,Unknown
118,2471,2020-04-21,581777,2024-04-21,2024-04-21,329750.09,214,high risk 
1393,2472,2019-01-17,10220084,2023-01-17,2023-01-17,8545933.52,0, subprime
1201,2473,2021-09-11,15577190,2025-09-11,2025-09-11,12583587.69,0,Standard
844,2474,2023-11-12,3326988,2028-11-12,2028-11-12,3306306.34,0,Standard
1112,2475,2020-03-20,3442170,2024-03-20,2024-03-20,3409004.51,0,Standard
1266,2476,2022-01-22,8547053,2025-01-22,2025-01-22,4155010.36,0,Prime
1194,2477,2021-12-29,63446,2023-12-29,2023-12-29,18294.76,309,
1912,2478,2020-06-14,880920,2024-06-14,2024-06-14,202720.03,0,Prime
1785,2479,2019-10-09,4829903,2024-10-09,2024-10-09,4710476.39,26,Standard
1858,2480,2019-03-28,553669,2024-03-28,2024-03-28,181150.29,0,Prime
339,2481,2021-10-31,486376,2023-10-31,2023-10-31,211735.14,0,Prime
230,2482,2021-08-23,1222124,2025-08-23,2025-08-23,710287.78,312,High Risk
1352,2483,2022-05-23,11012486,2023-05-23,2023-05-23,6393272.82,0,N/A
881,2484,2022-09-13,535171,2024-03-13,2024-03-13,187702.78,209,High Risk
246,2485,2022-08-12,85880,2023-08-12,2023-08-12,85450.01,0,Standard
1506,2486,2020-05-31,2733197,2024-08-29,2024-05-31,2413539.51,0,Standard
1629,2487,2020-02-21,158556,2021-08-21,2021-08-21,151998.29,0,high risk 
1680,2488,2023-10-21,854032,2024-10-21,2024-10-21,176349.5,0,Prime
872,2489,2020-02-08,15975059,2024-02-08,2024-02-08,9753401.4,0,Standard
1796,2490,2022-11-13,130633,2024-05-13,2024-05-13,124511.5,0,Standard
1675,2491,2022-06-08,2590392,2027-06-08,2027-06-08,1766627.08,0,Standard
1813,2492,2021-10-20,95142,2026-10-20,2026-10-20,53938.35,0,Standard
405,2493,2019-04-15,797102,2022-04-15,2022-04-15,407733.51,0, subprime
1404,2494,2022-12-05,765263,2023-12-05,2023-12-05,207350.55,194,Unknown
41,2495,2021-05-08,413836,2022-11-08,2022-11-08,395037.78,67,Subprime
509,2496,2022-04-26,107290,2023-10-26,2023-10-26,73063.83,4,Standard
271,2497,2020-11-19,441322,2022-05-19,2022-05-19,396838.57,0,N/A
41,2498,2019-09-08,307962,2024-09-08,2024-09-08,192514.68,0,Standard
1667,2499,2022-03-03,415299,2023-12-02,2023-09-03,183733.54,0,high risk 
857,2500,2020-07-23,2163389,2021-10-21,2021-07-23,594670.78,241,N/A
835,2501,2022-11-21,164824,2027-11-21,2027-11-21,36196.51,0,Prime
949,2502,2020-08-05,825579,2024-08-05,2024-08-05,414672.07,0,Standard
1019,2503,2020-12-19,8099597,2021-12-19,2021-12-19,2915154.52,0,Prime
1687,2504,2022-08-27,619639,2025-11-25,2025-08-27,471398.62,0,Standard
1391,2505,2022-08-21,118974,2026-08-21,2026-08-21,55690.05,0,N/A
1835,2506,2019-10-15,11137887,2021-04-15,2021-04-15,4704374.64,114,N/A
1875,2507,2019-11-20,7167083,2020-11-20,2020-11-20,1611362.06,10,Standard
928,2508,2021-04-22,602426,2026-04-22,2026-04-22,554325,0,high risk 
1903,2509,2021-10-09,2909459,2022-10-09,2022-10-09,1033985.46,0,
223,2510,2019-06-04,881070,2020-12-04,2020-12-04,352890.57,0,Prime
102,2511,2022-10-31,17726669,2024-10-31,2024-10-31,11634367.36,0,Standard
1932,2512,2022-09-22,316548,2027-09-22,2027-09-22,281970.77,333,High Risk
969,2513,2022-09-08,4271389,2023-09-08,2023-09-08,3738867.42,0,Standard
1437,2514,2023-08-23,230297,2025-02-23,2025-02-23,97401.23,125,High Risk
121,2515,2022-01-19,461408,2026-01-19,2026-01-19,130664.73,23,Standard
1709,2516,2021-07-03,100678,2022-07-03,2022-07-03,72098.63,360,prime
52,2517,2023-02-11,10735547,2028-05-11,2028-02-11,7368904.86,0,Standard
1049,2518,2019-04-09,591725,2020-04-09,2020-04-09,341952.86,0,Standard
158,2519,2021-07-22,64011,2024-10-20,2024-07-22,18547.32,50,
23,2520,2019-01-05,116744,2021-01-05,2021-01-05,36197.43,0,Prime
882,2521,2022-07-25,444715,2025-10-23,2025-07-25,183745.95,186,STANDARD
391,2522,2021-08-18,425480,2023-08-18,2023-08-18,423051.59,0,prime
1931,2523,2019-01-22,9538710,2021-01-22,2021-01-22,4096406.23,178,High Risk
486,2524,2019-06-10,11508012,2020-06-10,2020-06-10,7422068.72,173,High Risk
1474,2525,2023-02-12,1289395,2024-08-12,2024-08-12,1285705.51,6, subprime
1482,2526,2019-08-14,363547,2023-08-14,2023-08-14,181546.12,0,Prime
29,2527,2023-10-09,457281,2028-10-09,2028-10-09,244664.5,0,Standard
299,2528,2020-10-27,2057791,2021-10-27,2021-10-27,1175146.31,0,Standard
1395,2529,2020-12-07,1030838,2022-06-07,2022-06-07,216732.11,0,Prime
1026,2530,2022-11-02,16288747,2024-11-02,2024-11-02,15258642.06,0, subprime
1787,2531,2020-03-09,117970,2021-09-09,2021-09-09,70255.62,0,Standard
878,2532,2020-03-08,37693,2025-06-06,2025-03-08,17510.48,0,Prime
88,2533,2019-05-16,225697,2022-05-16,2022-05-16,98783.61,0,Prime
1446,2534,2019-03-30,1795403,2022-03-30,2022-03-30,1472852.12,174,STANDARD
670,2535,2020-12-19,2227001,2025-12-19,2025-12-19,2043014.47,0,Standard
787,2536,2022-11-04,414372,2023-11-04,2023-11-04,347827.54,311,High Risk
86,2537,2023-06-27,658613,2024-06-27,2024-06-27,369829.05,0,Standard
844,2538,2019-10-21,4100844,2021-10-21,2021-10-21,3976656.32,0,prime
1701,2539,2019-07-20,4218142,2022-07-20,2022-07-20,3548160.13,0,Standard
691,2540,2020-11-19,1636996,2023-11-19,2023-11-19,863197.89,0,Standard
1333,2541,2019-12-09,2779856,2024-12-09,2024-12-09,1569718.74,0,high risk 
1021,2542,2022-09-25,983759,2024-09-25,2024-09-25,791724.43,0,Standard
642,2543,2021-01-08,801758,2023-04-08,2023-01-08,346032.48,208,High Risk
1203,2544,2022-05-18,252668,2026-05-18,2026-05-18,248781.98,44,Subprime
1467,2545,2021-05-12,579904,2022-05-12,2022-05-12,227069.26,0,Prime
1708,2546,2022-03-04,554735,2026-03-04,2026-03-04,301015.66,0,Standard
1626,2547,2019-07-30,79150,2021-07-30,2021-07-30,16200.25,0,Unknown
1315,2548,2019-07-14,117950,2024-07-14,2024-07-14,36312.6,0,Prime
436,2549,2021-09-05,13460970,2024-09-05,2024-09-05,5189351.29,0,Prime
1427,2550,2022-12-19,63819,2024-06-19,2024-06-19,58214.89,263,High Risk
1895,2551,2021-02-12,92426,2022-08-12,2022-08-12,57149.32,0,Standard
1742,2552,2023-07-06,17940678,2027-07-06,2027-07-06,15669652.6,0,Standard
1901,2553,2023-09-23,1016830,2028-09-23,2028-09-23,492833.89,0,Prime
1949,2554,2021-07-20,173183,2022-10-18,2022-07-20,97310.54,0,Standard
725,2555,2020-03-15,9720328,2025-06-13,2025-03-15,7673985.92,39,Subprime
903,2556,2021-08-10,217269,2023-02-10,2023-02-10,158888.29,0,prime
1684,2557,2019-11-30,858562,2024-11-30,2024-11-30,199078.7,0,Prime
217,2558,2022-03-18,8785969,2023-03-18,2023-03-18,8105252.82,0,STANDARD
1216,2559,2022-06-04,775024,2026-06-04,2026-06-04,268277.65,255,High Risk
1541,2560,2019-01-07,1995921,2024-01-07,2024-01-07,1245643.44,0,N/A
1662,2561,2023-06-25,220918,2027-06-25,2027-06-25,140905.3,0,Standard
126,2562,2021-10-31,4353834,2025-10-31,2025-10-31,4332969.24,230,High Risk
1633,2563,2022-03-17,137034,2023-03-17,2023-03-17,32419.03,304,High Risk
643,2564,2019-02-05,436610,2023-02-05,2023-02-05,266480.51,0,Standard
1844,2565,2023-05-21,254334,2026-08-19,2026-05-21,90623.59,0,Prime
622,2566,2019-02-17,123541,2020-02-17,2020-02-17,110389.43,0,Standard
1734,2567,2021-07-21,2479289,2023-07-21,2023-07-21,1647446.13,319,High Risk
1185,2568,2022-01-31,743697,2024-01-31,2024-01-31,447128.73,207,High Risk
1214,2569,2021-10-19,19746245,2022-10-19,2022-10-19,6532422.56,0,Prime
700,2570,2020-05-19,263541,2022-08-17,2022-05-19,168052.99,0,Standard
422,2571,2020-01-17,296121,2021-07-17,2021-07-17,211646.86,0,Standard
1877,2572,2023-03-21,350671,2027-03-21,2027-03-21,348764.57,0,Standard
569,2573,2023-07-05,550076,2025-07-05,2025-07-05,266393.47,178,High Risk
448,2574,2023-08-07,78675,2027-08-07,2027-08-07,35437.58,0,Prime
984,2575,2022-01-08,6094802,2024-01-08,2024-01-08,1821087.02,0,Prime
1673,2576,2022-11-03,879030,2024-11-03,2024-11-03,444541.35,0,Standard
1004,2577,2021-01-10,2233687,2024-01-10,2024-01-10,1038179.76,138,High Risk
140,2578,2022-03-11,5791941,2025-03-11,2025-03-11,1503525.38,0,STANDARD
637,2579,2021-08-28,11688944,2023-08-28,2023-08-28,9019386.42,0,Standard
1566,2580,2020-07-01,90501,2022-01-01,2022-01-01,22330.82,128, subprime
675,2581,2020-11-16,55334,2025-11-16,2025-11-16,20206.71,363,High Risk
1853,2582,2020-08-04,559234,2022-05-05,2022-02-04,222059.54,72, subprime
217,2583,2019-07-17,11120410,2021-07-17,2021-07-17,6828953.15,0,Standard
667,2584,2019-03-08,318269,2020-09-08,2020-09-08,67028.69,0,Prime
814,2585,2023-02-08,10774879,2028-02-08,2028-02-08,6830521.74,173,High Risk
1515,2586,2023-08-05,273660,2028-11-03,2028-08-05,224681.4,0,Standard
1111,2587,2022-10-07,120581,2025-10-07,2025-10-07,38063.48,221,prime
881,2588,2019-03-30,974610,2020-03-30,2020-03-30,543383.65,0,Standard
1686,2589,2021-02-06,6532346,2022-11-04,2022-08-06,4888510.42,29,Standard
10,2590,2020-01-13,2240521,2023-01-13,2023-01-13,493278.2,0,Prime
1899,2591,2023-06-19,16768751,2024-06-19,2024-06-19,15550057.6,0,
964,2592,2023-11-03,526490,2028-11-03,2028-11-03,113112.89,0,Prime
909,2593,2023-10-20,3184934,2024-10-20,2024-10-20,895424.7,0,Prime
846,2594,2020-01-25,1067429,2023-01-25,2023-01-25,572245.36,113,High Risk
907,2595,2021-01-21,691301,2023-01-21,2023-01-21,336929.44,0,Prime
148,2596,2021-05-03,7827337,2023-02-01,2022-11-03,2085991.87,324,high risk 
20,2597,2021-05-16,77986,2024-05-16,2024-05-16,35435.43,0,Prime
1758,2598,2019-05-22,127178,2023-05-22,2023-05-22,40581.72,0,STANDARD
1656,2599,2023-02-14,123589,2025-02-14,2025-02-14,55875.64,0,Prime
1103,2600,2023-09-02,4354896,2025-12-01,2025-09-02,2862043.25,75,Subprime
180,2601,2020-09-12,6766490,2023-09-12,2023-09-12,5140686.23,127,High Risk
412,2602,2022-12-08,340685,2024-06-08,2024-06-08,157598.44,0,Prime
758,2603,2022-02-10,509950,2024-02-10,2024-02-10,211669.66,0,Prime
1238,2604,2023-01-22,4524622,2026-01-22,2026-01-22,2464212.45,0,Standard
223,2605,2022-07-01,656080,2025-07-01,2025-07-01,486662.2,0,N/A
72,2606,2020-03-30,7490454,2024-03-30,2024-03-30,6627626.03,0,
1983,2607,2019-02-09,7929765,2024-02-09,2024-02-09,2035312.93,151,Unknown
970,2608,2021-10-02,511643,2024-10-02,2024-10-02,297537.48,0,Standard
989,2609,2022-07-06,3349739,2024-04-05,2024-01-06,3143437.02,0,Standard
1670,2610,2023-01-21,736101,2028-01-21,2028-01-21,645548.43,0,Standard
1089,2611,2022-04-13,750939,2025-07-12,2025-04-13,418127.99,0,Standard
177,2612,2020-07-13,231727,2023-07-13,2023-07-13,172360.43,0,Standard
1391,2613,2022-12-12,112321,2023-12-12,2023-12-12,107050.29,0,Standard
376,2614,2023-09-25,7929301,2025-03-25,2025-03-25,6800390.11,0,prime
650,2615,2019-05-23,1634710,2022-05-23,2022-05-23,1508531.77,133,High Risk
19,2616,2021-12-31,444471,2027-03-31,2026-12-31,398196.26,0,Standard
428,2617,2020-04-14,19230692,2025-04-14,2025-04-14,18376273.4,0,Standard
934,2618,2021-09-11,337554,2025-09-11,2025-09-11,116822.7,166,High Risk
739,2619,2023-03-08,254436,2025-03-08,2025-03-08,82648.1,22,STANDARD
1097,2620,2020-10-29,6198471,2022-04-29,2022-04-29,1524819.4,125,N/A
779,2621,2020-02-09,146484,2021-02-09,2021-02-09,91506.61,0,Standard
30,2622,2022-02-06,372278,2023-05-07,2023-02-06,292970.43,328,High Risk
562,2623,2020-04-06,965021,2022-04-06,2022-04-06,322328.88,0,Prime
332,2624,2020-04-21,13050052,2021-04-21,2021-04-21,8176543.01,189,High Risk
1155,2625,2019-10-26,1674262,2021-04-26,2021-04-26,1211644.09,0,Standard
1416,2626,2021-08-07,107038,2026-08-07,2026-08-07,93603.65,0,Standard
270,2627,2020-12-08,680006,2025-12-08,2025-12-08,504659.33,0,Standard
134,2628,2021-11-02,13104877,2027-01-31,2026-11-02,4254990.16,204,High Risk
1253,2629,2022-10-31,34352,2024-05-01,2024-05-01,28069.74,104,High Risk
1464,2630,2019-09-26,860478,2021-09-26,2021-09-26,395461.09,0,Prime
48,2631,2019-04-23,2710542,2021-04-23,2021-04-23,1214803.3,0,prime
1940,2632,2020-10-28,254282,2022-01-26,2021-10-28,232860.14,0,high risk 
1625,2633,2020-01-04,291580,2024-01-04,2024-01-04,267924.61,0,Standard
616,2634,2022-11-08,198381,2026-11-08,2026-11-08,54757.94,0,Prime
216,2635,2023-08-05,654014,2024-08-05,2024-08-05,255225.52,0,Prime
1642,2636,2022-09-24,2115707,2026-09-24,2026-09-24,1556034.1,0,Standard
127,2637,2023-04-15,598602,2028-07-14,2028-04-15,134599.06,0,Unknown
386,2638,2023-01-27,577055,2025-04-27,2025-01-27,365473.43,0,Standard
1289,2639,2019-04-30,836120,2022-04-30,2022-04-30,548086.22,0,Standard
770,2640,2021-06-26,192853,2026-09-24,2026-06-26,182482.33,0,Standard
435,2641,2022-12-07,617863,2023-12-07,2023-12-07,145713.16,0,Prime
371,2642,2023-05-13,10626210,2028-05-13,2028-05-13,8486610.4,93,High Risk
761,2643,2022-07-31,67346,2023-07-31,2023-07-31,54676.5,268,
498,2644,2022-02-08,3193466,2023-11-06,2023-08-08,1167872.17,0,Prime
1099,2645,2023-12-15,4972009,2028-03-14,2027-12-15,1721045.5,0,Prime
301,2646,2019-06-19,525474,2023-06-19,2023-06-19,297291.52,0,Standard
1085,2647,2020-09-29,450320,2023-09-29,2023-09-29,225672.85,0,Standard
1964,2648,2019-11-08,930814,2022-11-08,2022-11-08,472704.22,0,Standard
1058,2649,2023-10-07,1839884,2025-10-07,2025-10-07,778825.25,0,Prime
726,2650,2019-10-26,86216,2020-10-26,2020-10-26,46094.19,0, subprime
1996,2651,2022-12-15,294446,2025-12-15,2025-12-15,258982.43,139, subprime
130,2652,2019-05-08,339798,2024-05-08,2024-05-08,305199.66,0,Standard
46,2653,2020-11-28,1178549,2022-11-28,2022-11-28,861838.2,88,Unknown
1221,2654,2020-09-23,2156138,2022-09-23,2022-09-23,1382863.96,0,STANDARD
1036,2655,2023-06-03,11693581,2027-06-03,2027-06-03,11051816.77,0,Standard
721,2656,2019-01-14,9924324,2021-01-14,2021-01-14,8120347.29,0,Standard
1625,2657,2021-08-16,491642,2023-05-17,2023-02-16,356928.24,0,Standard
1149,2658,2020-06-18,2468785,2022-06-18,2022-06-18,1044623.79,109,High Risk
1948,2659,2022-11-06,15404869,2023-11-06,2023-11-06,10710139.45,331,High Risk
15,2660,2023-11-23,4308045,2026-11-23,2026-11-23,3101383.16,0,Standard
1199,2661,2023-01-13,525929,2025-01-13,2025-01-13,360491.55,0,Standard
1868,2662,2021-02-20,211193,2023-02-20,2023-02-20,53979.93,123,High Risk
906,2663,2023-07-17,236623,2028-07-17,2028-07-17,195385.78,0,Standard
702,2664,2022-02-14,13703105,2023-02-14,2023-02-14,9908364.42,164,high risk 
52,2665,2020-09-13,7808395,2021-09-13,2021-09-13,7689302.03,0,high risk 
1805,2666,2020-11-04,754997,2022-11-04,2022-11-04,257903.93,0,Prime
806,2667,2020-03-13,283357,2021-03-13,2021-03-13,249137.4,0,Standard
247,2668,2021-06-01,684949,2025-06-01,2025-06-01,526363.92,0,Standard
1925,2669,2019-05-11,61116,2023-05-11,2023-05-11,48558.88,178,High Risk
1560,2670,2019-03-17,2432670,2022-03-17,2022-03-17,1397639.1,136,High Risk
1332,2671,2021-07-01,1108467,2026-07-01,2026-07-01,246185.13,140,High Risk
1873,2672,2022-11-02,81876,2027-01-31,2026-11-02,29719.6,356,High Risk
156,2673,2023-08-16,1836716,2025-08-16,2025-08-16,1684340.75,0,
624,2674,2022-07-23,873424,2023-10-21,2023-07-23,706243.78,0,Standard
810,2675,2023-03-13,751593,2028-03-13,2028-03-13,725156.61,0,Standard
672,2676,2023-04-03,1169251,2028-04-03,2028-04-03,769970.85,0,Standard
1154,2677,2022-08-09,15375118,2027-08-09,2027-08-09,7525029.61,244,High Risk
660,2678,2019-10-31,647190,2021-05-01,2021-05-01,335511.29,0,Standard
937,2679,2023-12-09,469108,2024-12-09,2024-12-09,342518.89,0,Standard
1867,2680,2019-12-24,17985575,2020-12-24,2020-12-24,4545985.78,122,High Risk
283,2681,2021-01-05,481271,2022-01-05,2022-01-05,126236.37,0,Prime
523,2682,2019-09-17,788021,2020-09-17,2020-09-17,579998.86,172,high risk 
1537,2683,2022-01-01,639640,2025-01-01,2025-01-01,420304.23,253,High Risk
1158,2684,2019-12-02,14063592,2022-12-02,2022-12-02,3170513.35,0,
1672,2685,2021-06-03,489082,2025-06-03,2025-06-03,322712.72,0,Standard
1401,2686,2019-08-30,810052,2023-08-30,2023-08-30,757902.15,0,Standard
373,2687,2023-07-27,618618,2028-07-27,2028-07-27,592008.52,104,High Risk
769,2688,2023-06-28,13629608,2024-06-28,2024-06-28,2732190.58,0,Prime
1124,2689,2020-10-04,722323,2024-10-04,2024-10-04,633046.43,0, subprime
1057,2690,2019-05-18,459440,2020-05-18,2020-05-18,376566.53,0,Unknown
316,2691,2019-03-05,2787830,2020-03-05,2020-03-05,670283.1,0,Prime
1027,2692,2019-12-15,616255,2024-12-15,2024-12-15,505273.23,0,Standard
233,2693,2021-09-20,74119,2024-12-19,2024-09-20,33534.23,0,high risk 
1875,2694,2021-02-19,11950944,2022-02-19,2022-02-19,4343666.82,0,Prime
1063,2695,2022-09-21,621755,2027-09-21,2027-09-21,493553.39,0,Standard
1656,2696,2021-08-16,198312,2026-08-16,2026-08-16,84498.99,0,N/A
1348,2697,2020-09-12,5997758,2023-09-12,2023-09-12,2338366.15,211,High Risk
592,2698,2022-08-17,3453618,2027-08-17,2027-08-17,1242094.4,0,STANDARD
356,2699,2019-06-11,334658,2021-06-11,2021-06-11,124274.82,0,Prime
449,2700,2019-04-05,16154462,2020-04-05,2020-04-05,14307520.62,0, subprime
249,2701,2019-03-27,233052,2020-03-27,2020-03-27,194556.46,0,STANDARD
1629,2702,2020-03-21,99884,2021-03-21,2021-03-21,22439.18,0,STANDARD
1997,2703,2020-12-05,700970,2025-12-05,2025-12-05,416837.61,219,high risk 
926,2704,2023-10-02,275108,2024-12-31,2024-10-02,156309.18,0,Standard
1523,2705,2020-05-18,741722,2023-05-18,2023-05-18,234614.02,306,
1802,2706,2023-03-14,8828403,2026-03-14,2026-03-14,7320581.66,0,high risk 
1494,2707,2020-12-23,304944,2025-12-23,2025-12-23,70184.04,0,Prime
1935,2708,2022-07-29,793199,2026-07-29,2026-07-29,232573.06,0,Prime
1625,2709,2023-04-15,831111,2027-04-15,2027-04-15,678192.54,0,Standard
1211,2710,2019-05-30,4102734,2024-05-30,2024-05-30,4049171.54,0,Standard
963,2711,2020-02-01,2090637,2023-05-02,2023-02-01,835492.14,344,
65,2712,2021-01-28,3704693,2025-01-28,2025-01-28,1017785.09,6,Standard
1730,2713,2019-09-20,76348,2021-09-20,2021-09-20,27366.75,0, subprime
1956,2714,2020-12-12,495469,2024-03-11,2023-12-12,488933.8,4,Standard
896,2715,2020-07-29,127618,2022-01-29,2022-01-29,127194.97,0,Standard
964,2716,2019-07-08,564204,2021-01-08,2021-01-08,267499.78,59, subprime
1363,2717,2022-02-26,3429714,2023-08-26,2023-08-26,2555647.49,0,N/A
998,2718,2023-04-27,2686666,2024-04-27,2024-04-27,2385954.01,0,prime
1015,2719,2019-09-17,748968,2022-09-17,2022-09-17,235793.65,0,N/A
210,2720,2023-01-27,78555,2028-01-27,2028-01-27,78513.86,0,Unknown
52,2721,2022-04-27,17213740,2023-04-27,2023-04-27,14453225.21,35,Subprime
731,2722,2019-12-09,7835814,2020-12-09,2020-12-09,1647652.6,0,STANDARD
324,2723,2019-06-29,476169,2021-06-29,2021-06-29,284256.94,0,high risk 
1509,2724,2020-07-25,1485683,2024-10-23,2024-07-25,1473046.98,132,High Risk
449,2725,2023-10-23,11792022,2026-10-23,2026-10-23,5020075.57,12,Standard
481,2726,2019-04-12,568251,2020-04-12,2020-04-12,564412.54,0,
1291,2727,2019-07-05,962161,2023-07-05,2023-07-05,811707.17,29,Standard
477,2728,2023-05-26,3425003,2024-05-26,2024-05-26,2300134.94,0, subprime
1602,2729,2023-02-26,174525,2028-05-26,2028-02-26,100904.02,0,Standard
1591,2730,2019-09-15,19602307,2024-09-15,2024-09-15,6574615.49,0,Prime
828,2731,2019-12-26,3921135,2023-12-26,2023-12-26,1821263.72,0,Prime
1198,2732,2019-03-15,15945067,2023-03-15,2023-03-15,3417474.19,0,Prime
209,2733,2019-11-30,625835,2021-11-30,2021-11-30,592400.43,0,Standard
1828,2734,2023-11-20,3948718,2027-11-20,2027-11-20,3410511.3,0,Standard
1957,2735,2019-03-10,17809341,2021-03-10,2021-03-10,11868812.24,0,Standard
839,2736,2020-12-16,9877791,2021-12-16,2021-12-16,2956069.38,197,High Risk
199,2737,2023-01-20,390759,2028-01-20,2028-01-20,360619.19,0,Standard
990,2738,2019-10-05,766749,2021-10-05,2021-10-05,526447.2,0,Standard
1135,2739,2023-06-07,685688,2027-06-07,2027-06-07,184574.8,135,High Risk
449,2740,2022-01-16,7281331,2023-07-16,2023-07-16,4169243.79,145,High Risk
1131,2741,2020-04-17,6690387,2024-04-17,2024-04-17,4581732.43,0,Standard
1514,2742,2021-04-01,119747,2022-10-01,2022-10-01,84673.87,288,High Risk
200,2743,2022-10-19,3804757,2025-10-19,2025-10-19,3689288.23,0,Standard
1762,2744,2021-02-05,340222,2022-08-05,2022-08-05,156178.42,133,High Risk
1405,2745,2019-01-30,16599905,2020-07-30,2020-07-30,8147798.33,0,N/A
1408,2746,2020-01-11,7246388,2023-01-11,2023-01-11,6425986.3,0, subprime
1196,2747,2019-09-01,902567,2024-09-01,2024-09-01,528431.99,0,Standard
1201,2748,2022-05-29,6788195,2026-05-29,2026-05-29,1401181.38,0,Prime
732,2749,2023-08-30,462084,2027-08-30,2027-08-30,237842.71,0,Standard
453,2750,2021-08-26,5570612,2024-08-26,2024-08-26,1917963.6,0,Prime
1225,2751,2019-09-24,728876,2022-09-24,2022-09-24,248103.35,0,Prime
1242,2752,2021-04-26,123919,2025-04-26,2025-04-26,78683.96,0,N/A
954,2753,2022-10-22,4069975,2025-10-22,2025-10-22,2707799.05,0, subprime
339,2754,2020-04-25,637372,2024-04-25,2024-04-25,241733.02,0,N/A
591,2755,2023-04-01,80599,2026-04-01,2026-04-01,56629.89,0,Standard
520,2756,2019-03-20,17610535,2020-09-20,2020-09-20,10115128.33,0,Standard
805,2757,2019-05-25,106900,2020-05-25,2020-05-25,82476.43,0,Standard
1673,2758,2019-01-16,267472,2023-01-16,2023-01-16,86472.32,0,Prime
246,2759,2023-06-24,171774,2024-12-24,2024-12-24,42265.81,0,Prime
1337,2760,2021-04-17,84062,2023-07-16,2023-04-17,51643.24,0, subprime
1200,2761,2021-10-06,310946,2024-10-06,2024-10-06,228251.1,0,Unknown
222,2762,2019-08-03,218227,2020-08-03,2020-08-03,155845.16,0,Standard
33,2763,2021-11-13,242985,2024-11-13,2024-11-13,97705.39,347,prime
1245,2764,2022-06-28,9928814,2025-06-28,2025-06-28,2427132.56,359,High Risk
50,2765,2019-01-26,908536,2020-07-26,2020-07-26,600545.49,119,High Risk
1242,2766,2023-10-24,431933,2026-10-24,2026-10-24,317760.75,27,Standard
1001,2767,2021-01-12,633323,2026-04-12,2026-01-12,478735.03,0, subprime
930,2768,2021-12-30,306331,2025-12-30,2025-12-30,224012.53,139,high risk 
