client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
YHGFJ0T,KAKYOAD,Business Line of Credit,2020-02-11,301639449,2020-09-18,2021/02-05,15303.93,5
Z7VXAKO,ZCKQ4C7,Equipment Financing,2020-03-17,197265267,2022/03/07,2022-03-07,12152.83,3
KAEWSHM,RX2IBLU,Term Loan,2020-02-01,221066462,2021-07/25,2021-07/25,40769.42,82
738E5D6,IS8TI6T,Business Line of Credit,2020/01-24,301687891,2021-07-17,2021-07/17,33416.92,4
U3DQ8BJ,XFJD9SL,Equipment Financing,2020/01-05,255450893,2021-06/28,2021-06-28,23842.81,68
W04GDNJ,08YSJ8J,Working Capital,2020-02-18,318834538,2021-02-12,2021/02-12,5023.02,11
569K5CH,2E2WII9,Equipment Financing,2020-01/17,307105128,2021/01/11,2021/01-11,34158.77,57
1ULT5UQ,A1MIV98,Term Loan,2020-01-09,165055777,2020/07-07,2020/07/07,6535.16,4
TPG77OE,XPD37OG,Equipment Financing,2020-02-19,333598521,2021/02/13,2021-02/13,270544.82,86
A2EU73T,UR895QQ,Business Line of Credit,2020/03-03,145904965,2021/08/25,2021-08-25,22078.52,56
9QL7HRT,I1ZOHBP,Working Capital,2020/03/08,132388967,2021/08/30,2021/08-30,7470.31,4
WME7BH9,OJ3C3BE,Trade Financing,2020/02-18,130784650,2024-01/28,2024/01/28,12473.89,6
I6YNI0S,QCSBW5Q,Trade Financing,2020/02-19,187527705,2021-08-12,2021/08/12,14343.0,6
C3YIBNX,TMAJPLE,Trade Financing,2020-03/04,272399669,2022/02-22,2022-02/22,39489.92,6
B6EXS2H,JBHHRKL,Term Loan,2020-01/09,426061022,2020-07/07,2020-07/07,259494.77,311
ZDMKXVZ,S1VY2AL,Working Capital,2020/02-11,157135182,2022/01/31,2022-01/31,14514.15,12
QV0N7H8,2FDGG7J,Equipment Financing,2020/02-11,310182394,2022-01-31,2022/01/31,28359.58,1
ZO7NETL,8S6SGYF,Equipment Financing,2020-03-07,241967736,2021-03-02,2021/03/02,19508.86,0
2TPPHBX,S1QRNY2,Working Capital,2020-02/26,125758229,2022/02/15,2022/02-15,15611.95,28
6PKCB3G,9A44S84,Equipment Financing,2020-01-07,274714188,2021-11/23,2021/06-30,31775.17,2
1DWD7TQ,LK5V4WZ,Equipment Financing,2020-03-25,284424655,2022/05/09,2021/09/16,37341.25,42
U7QRQBA,12MHAO4,Working Capital,2020-03-06,107433386,2021-03-01,2021/03/01,8460.42,7
TXL04OB,YO4TB6E,Equipment Financing,2020/01/16,234809889,2021-11/04,2022/01-05,207544.5,107
AYCR0TC,FD4CRSW,Working Capital,2020-01-12,213864279,2021-07-05,2021-07-05,30969.51,0
9Z335CV,GMFBSM8,Trade Financing,2020-03-08,315036396,2020-09/04,2020/09/04,41185.2,2
5PG5CXN,QH4PAOI,Business Line of Credit,2020-01-30,209492229,2022-01/18,2021-07-23,18849.89,23
GXVPFGR,PE6SYNB,Equipment Financing,2020/02-11,109683863,2023/01-26,2023/01-26,14327.14,2
B7E3STB,WUHCCSU,Working Capital,2020/01/20,105557304,2021-03/15,2021-01/14,11731.63,19
0OYAD04,XFD5V2L,Trade Financing,2020-02/24,78978522,2023-02-08,2023/02/08,21100.15,50
DRW6779,0LHE1CW,Working Capital,2020/02-20,245884929,2023/02-04,2023/02/04,17077.48,5
77HKFA5,7IR1X98,Equipment Financing,2020/01-29,204776983,2022-01-18,2022/01/18,26766.62,1
Z8RRCZO,DGIN590,Equipment Financing,2020-03-28,183373231,2021-10/20,2021-09-19,25648.69,6
2BKK4EC,QS4HHUB,Business Line of Credit,2020/01-30,127881444,2020/12/06,2020-07/28,16492.55,32
P23DGQU,UH2WWVP,Equipment Financing,2020/03-05,102227977,2020/10/25,2020/09-01,10359.92,8
9TWW9VW,2Y4AX4S,Working Capital,2020/03/05,251727466,2021-02-28,2021/02/28,54337.96,63
M3NTMB3,310JVAD,Equipment Financing,2020-01/25,113383479,2021-07-18,2021/07/18,7914.47,4
XS98R7Y,RTLCFUK,Business Line of Credit,2020-01-05,154652350,2022/02/02,2021-12-25,17953.18,4
6TS7EW2,Y5YQUAG,Working Capital,2020/01-04,304496676,2021-06/27,2021-06-27,272831.95,95
PD963KM,W1YUWFE,Trade Financing,2020/02-05,306727448,2021/01/30,2021-01/30,14423.19,1
HX6JJCH,OK1XTJE,Working Capital,2020-03-06,371546275,2021/08-28,2021-08-28,190300.62,237
J4A9TMJ,6FQ46OK,Business Line of Credit,2020-01/04,73135985,2021/10-26,2020/12/29,18076.45,46
4RJ5QAE,JIBYPGD,Working Capital,2020-01-12,292580889,2021-07/05,2021-07/05,13248.42,20
ZZHEOPA,JKHEDTR,Business Line of Credit,2020/02-28,283400815,2021-03-24,2021-08-21,35870.25,13
O13OHO7,D0IV27U,Term Loan,2020-02-27,182887174,2022/02/16,2022/02-16,9145.33,12
97F8OT1,1GBDXAD,Term Loan,2020/01/15,264571852,2020-07/13,2020-07-13,23554.98,5
QZD33VK,ZVVDAWT,Working Capital,2020-03-05,246264251,2025/02/07,2025-02-07,29968.22,2
9AH7PSK,PAYDTTI,Term Loan,2020-01-13,302635373,2020-07-11,2020-07/11,20246.41,6
AHYZX8S,ASUMAOB,Equipment Financing,2020/02-08,354948905,2022-01-28,2022-01/28,317964.56,291
X8GR0ZO,14T9MT5,Term Loan,2020-02/02,207117774,2020-07/31,2020/07-31,27221.27,1
AYZ8ODO,DES53GQ,Trade Financing,2020-02-08,242719811,2023-01-23,2023-01-23,23002.93,0
5SC1FQE,QWFDVU0,Term Loan,2020-01-08,167972119,2020/09/16,2020/07-06,10929.45,26
BCBYDOR,7UEPXMV,Business Line of Credit,2020-03/28,293776327,2022/07-20,2022-03/18,66046.06,47
4S490N9,ZEHBTWY,Equipment Financing,2020-02-24,231901758,2022-01/02,2022/02/13,90993.36,207
X00USWO,GIY8BXB,Equipment Financing,2020-02/20,216300312,2022/10/27,2023-02/04,3642.3,19
BZ1CU5F,PJB482A,Equipment Financing,2020/01/16,264815702,2021/07-09,2021/07-09,28330.06,10
P3EVPOW,GRV5XC2,Term Loan,2020/03-16,192445748,2023-03/01,2023/03/01,9165.4,0
1JJTPEH,EVXQCPZ,Equipment Financing,2020/01/29,128740255,2022/05-01,2022-01/18,17963.65,47
ISWOLMI,BLFIG0D,Trade Financing,2020/03-04,324273944,2022/05-13,2021/08-26,286746.75,114
Z3OWF4V,95FR5C9,Trade Financing,2020-03-09,182701618,2023/02-22,2023-02/22,17906.2,82
JWYXTOU,8UX7IQY,Working Capital,2020-03/10,261813150,2024-12/07,2024-02/18,20925.97,0
EI38NUY,BTJMPPC,Working Capital,2020-02-23,314786800,2021/02-27,2021/08/16,282272.28,203
98BMXDG,PIEJWGY,Equipment Financing,2020-03-07,323902011,2021/03-02,2021/03-02,21158.25,0
SYCXCLH,H2DAMI5,Term Loan,2020-02/12,290717123,2020/08-10,2020-08-10,30306.84,10
2YJVTNM,4I0U3U6,Term Loan,2020/01-25,331304529,2020-04/29,2020/07/23,133221.87,163
SO297XN,HKWP86X,Trade Financing,2020-02-26,253606832,2021-08-19,2021/08-19,12806.91,14
2M2NH5K,HSSPJE6,Trade Financing,2020/02-08,242976797,2020-08-06,2020/08/06,24679.23,68
3PYDDAC,W4QFJUO,Trade Financing,2020-02-24,186490728,2023-09/17,2023/02-08,53925.15,48
DU28ODY,WE4RW7L,Equipment Financing,2020/02-10,111830067,2022-01/30,2022-01-30,6917.54,2
EB4QU57,HG4J4AX,Trade Financing,2020-01-19,91676763,2021/09/24,2021/01-13,12113.65,0
Z0XQKVH,DG2QGKH,Working Capital,2020-01-09,80588586,2021/05/07,2021-07/02,3621.4,11
213WRA8,7M155MH,Working Capital,2020/03-17,296621239,2021/11-08,2021/03-12,32600.55,5
PHT0IVW,VM8Z1DG,Term Loan,2020/03/14,140088701,2022-03/04,2022-03-04,14048.99,25
UMH3H0W,1XOWZXH,Business Line of Credit,2020/01-03,72491467,2021-06/26,2021-06-26,4212.15,15
K1BH2KR,XE67Z08,Trade Financing,2020/02/19,258713715,2022-02-08,2022/02-08,33520.24,23
02YN8L0,GZ96Y0S,Business Line of Credit,2020-03-27,210518532,2023/03-12,2023/03-12,16844.53,20
YEV6NR3,ME53MZ8,Working Capital,2020-01/11,132940707,2021-01/05,2021-01/05,15323.92,9
4TYYQOJ,HFTKGVV,Equipment Financing,2020-02-29,109586980,2021-07/15,2020-08-27,12349.2,1
LFVUVJR,FIM1CV0,Working Capital,2020-03-18,275398937,2021-09/09,2021-09/09,21075.65,0
QHU33CK,TB6KK1H,Working Capital,2020/01-01,434374075,2022/11-06,2022-12-16,252278.4,74
NP1M0QJ,5XD5P4X,Equipment Financing,2020-02/16,292915054,2021/08/21,2022-02-05,42752.72,14
TUCNU0G,DQX7HBI,Trade Financing,2020/01/17,232330342,2022/01-06,2022/01-06,61033.78,58
2M2NH5K,M0KATUA,Term Loan,2020-02-10,139156818,2020/08/08,2020/08/08,12373.22,14
DW6C6O8,K9VYON3,Equipment Financing,2020/01/22,310216057,2021-10/01,2022/01-11,188655.17,85
03CJ5EI,61B06E0,Business Line of Credit,2020/01-23,155920860,2022/01-12,2022/01-12,19839.52,0
S30TNLW,T2DBKS4,Trade Financing,2020-03-15,136966277,2023/02/28,2023-02-28,14118.23,12
VADICHI,ZJWJ4GI,Equipment Financing,2020-01/21,255485377,2024/12-25,2024/12-25,4994.74,9
PAFV3HC,KQCCMQT,Business Line of Credit,2020/01-03,218592662,2021-06/26,2021/06/26,10278.04,2
36XTAW6,KH7X4WO,Term Loan,2020-02/25,106989202,2021/02-19,2021-02/19,13547.23,6
LTE2AR4,P9M3SJ9,Business Line of Credit,2020/03-19,226528036,2021/09/10,2021-09-10,20759.59,3
8DDJ5NV,WZ5R3BW,Working Capital,2020/02/06,221759422,2021/01-31,2021-01/31,8856.65,0
GT37D2F,GD7IMU7,Trade Financing,2020/02/12,148615226,2021/03/22,2020-08/10,20820.81,9
4MXSDGR,V470QWQ,Equipment Financing,2020/01-23,234121856,2022/01-12,2022-01-12,36059.97,63
JKG26N8,2VWJJ63,Term Loan,2020-02/13,122315598,2022-02-02,2022/02/02,17607.63,19
TXELBOT,XR8JX31,Business Line of Credit,2020-03-02,121498661,2024-05/13,2024-02-10,7112.09,25
KI892QH,ZFHVW4E,Term Loan,2020-01-10,204781909,2022-12/25,2022/12-25,24972.1,1
ADARMYU,R0EEGXX,Equipment Financing,2020-03/17,266401955,2021/03/12,2021-03/12,11632.41,8
YEJWAMZ,Y8VCGCP,Working Capital,2020-01-11,218275739,2021-01/05,2021-01-05,13387.36,0
RD5DUHL,8JT1P3W,Equipment Financing,2020/01/01,226163493,2020/10-02,2020/12/26,69512.41,228
U1CNB2R,S1AA036,Business Line of Credit,2020-03-07,151774597,2023-12-19,2023-02/20,35932.34,54
QNWXQQN,S8S1GB0,Business Line of Credit,2020-02-06,140234026,2021-07/08,2020/08-04,8461.4,1
X9BZ6ZM,UIBG2TX,Equipment Financing,2020-01-31,126907688,2022/04-06,2021/07/24,14244.78,2
2ZF15PA,JTMB0SI,Business Line of Credit,2020-01-20,75567092,2022/05/07,2022-01-09,6917.64,2
VS1RKM1,5TM32V7,Business Line of Credit,2020/01-22,160274027,2021-07/15,2021-07/15,23677.91,4
0W0IDHS,QC5DO6O,Business Line of Credit,2020/01-15,306279159,2023-03-19,2022-12/30,36396.92,22
EUFXPGZ,LDA7AB1,Equipment Financing,2020/02/13,297199252,2021-02/07,2021-02/07,25894.87,46
49SW1AF,8W9EUY4,Trade Financing,2020/02-26,310401613,2021-10/14,2022/02-15,19473.33,8
JALCJAS,FO59QWF,Business Line of Credit,2020/02-13,222735641,2021/09-24,2021-02-07,11246.31,4
2P9QTNF,94KT1IZ,Trade Financing,2020/03-22,110337412,2022/03/12,2022/03/12,4811.02,17
R72J7HI,1HS1ZNN,Business Line of Credit,2020-01-01,166758619,2022/12/16,2022-12/16,12983.53,68
0YEDOM6,SY50OBH,Term Loan,2020/02-25,327425104,2021-09-01,2021/02/19,133021.96,258
BSGBW4D,70FV9XV,Trade Financing,2020-03-16,131628681,2022/03/06,2022-03/06,17827.55,88
8JNYSU3,AJM39SV,Term Loan,2020/02/21,258837693,2023/02/05,2023/02-05,15668.6,12
5RE3NB7,12OG74M,Equipment Financing,2020/01/02,144804768,2020/10/18,2020/12-27,12469.14,2
J0A1SN3,92O8GH5,Trade Financing,2020-03/20,279279183,2020/08-10,2020/09-16,20754.77,2
COB466N,X6ZGXHA,Trade Financing,2020/02/25,86144580,2023-05/27,2023-02-09,23746.88,73
Z46339U,6SX9FKJ,Business Line of Credit,2020/03/13,220495838,2022-03-03,2022-03-03,11100.11,0
IF2VCB1,A6DT0P7,Equipment Financing,2020-01-09,175455920,2021/12/29,2021/12/29,3308.79,0
SHTPSCT,7S19HVK,Trade Financing,2020-01-29,321798501,2021-01/23,2021/01/23,36570.44,0
JPVC87R,RK5WUCZ,Term Loan,2020-03-19,219070508,2022/09/17,2023-03/04,8513.78,18
W8D1MAL,RH9QG0N,Business Line of Credit,2020-03/11,133223967,2022-06/19,2022/03-01,10427.84,0
NB5CHZ5,3BSEEQ3,Business Line of Credit,2020/02/13,191233890,2021/08/06,2021-08-06,13621.73,7
Q78Z2Q8,WHDVNSI,Equipment Financing,2020/02-10,253333425,2021/11-17,2021-08-03,36015.14,0
C553M7D,AYYZQAC,Working Capital,2020-03-25,303398122,2023-03-10,2023-03/10,21346.89,3
Z8RRCZO,42NJYCZ,Working Capital,2020-03/09,231909968,2020-09-05,2020-09-05,31480.55,0
345VS0J,1IN1TWX,Term Loan,2020/02-05,348124402,2022-01-25,2022-01/25,187236.69,56
1C20C3R,R8F3N7D,Business Line of Credit,2020/02/15,269596631,2021-08/08,2021/08/08,134415.77,219
B26JUUM,L7QJ1MO,Working Capital,2020/03-09,95102972,2021-07-30,2021/03-04,3071.38,1
DVDZC7U,0BYCQ2W,Working Capital,2020/03/06,264106321,2022-02/24,2022/02/24,22112.15,8
AO8NMGP,TL99N3K,Working Capital,2020/01/06,314175123,2021-06/29,2021-06-29,29188.27,9
N858MCR,CTC8AI6,Business Line of Credit,2020-03-07,385536836,2022/02/25,2022/02-25,132883.22,378
N858MCR,15P2R3T,Working Capital,2020-01/10,319575939,2021-09/03,2021/07/03,213531.89,442
DEFMX1M,HLN4CUH,Equipment Financing,2020/01-23,300317571,2021/07/16,2021/07-16,21316.7,4
OF0QH89,Q6YVRUB,Business Line of Credit,2020/03/27,168458997,2021-09/18,2021-09/18,5330.61,22
5ZCOU3N,LV94FF3,Business Line of Credit,2020-03/01,450695575,2021/08-30,2022-02/19,146171.56,66
GPBG91L,272GR5V,Business Line of Credit,2020-01/02,111431862,2022/04/20,2021/12-22,9368.91,7
RWUKDY5,95JWEQS,Term Loan,2020/01-14,266237747,2021/02-09,2021/07-07,23787.1,0
JWHFPD9,M8Y7RLM,Trade Financing,2020/03/24,220609142,2021/12-07,2021-09-15,113385.12,65
YNSY9AO,WOD77Z8,Equipment Financing,2020-01-12,214980076,2020-08/03,2021/01-06,9523.99,1
L3RP3UV,ICKWIVL,Trade Financing,2020/01-29,192130468,2020-07/27,2020/07-27,17194.62,14
5OA6OWT,4P4ZGXJ,Trade Financing,2020-03-17,109011429,2021/06/19,2021/03/12,11984.65,12
8ZFFH0X,LK33DJK,Trade Financing,2020/02/22,101468513,2023-02-06,2023/02/06,8396.28,3
9HUKTZY,HLMIVY0,Business Line of Credit,2020/03-21,88517392,2021-05/23,2021/03-16,10351.59,9
24191SC,1UIFW5U,Business Line of Credit,2020-02/25,432586666,2021/03/23,2021-02/19,323530.47,242
86S9ET7,628BILP,Working Capital,2020-03/14,175438678,2020-09/10,2020/09/10,7166.97,5
XUQ4NM2,J6GQCSB,Working Capital,2020-01-02,230308935,2020-12-27,2020-12-27,128494.72,69
1RZ76RG,VJK5JG2,Equipment Financing,2020/03-23,300309361,2025/02/25,2025-02/25,45193.78,52
GT37D2F,37O3PEW,Term Loan,2020/02-03,136683839,2022-01-23,2022-01/23,18751.03,12
V7X134O,6US2Y23,Trade Financing,2020/01/03,302523712,2021/12/23,2021-12-23,127193.23,116
CJ1SQW1,DM1TYEV,Trade Financing,2020-01-04,231235892,2021/12-24,2021/12-24,8116.57,3
OB9X793,FS2NIXX,Working Capital,2020-02-24,268537486,2023-02/08,2023/02-08,6553.15,16
V796RVY,VVJNNY7,Equipment Financing,2020/03-22,252797284,2020-09-18,2020/09/18,14945.58,26
6PEX0NJ,8JOMV88,Term Loan,2020/03/05,401644865,2021/02/28,2021-02-28,267353.03,489
UM8XFFZ,F5R35KJ,Trade Financing,2020/01/07,259221119,2024-12-11,2024/12/11,50632.86,89
3B45XXR,7NWV714,Equipment Financing,2020-01-30,179287724,2023-01/14,2023/01-14,5469.31,14
XS98R7Y,P4TN4AU,Working Capital,2020/01-30,186270689,2020/12/16,2021-01-24,16903.43,22
LSR1535,GT5GH46,Equipment Financing,2020/03/01,170512424,2021-08-14,2021-02-24,12508.22,4
PBBEUJR,5NBNCEY,Equipment Financing,2020-02/22,216972745,2020/08/20,2020-08/20,27660.38,24
Q8J0KFH,71BL2UH,Business Line of Credit,2020-02-23,141962320,2020-08/21,2020-08/21,7071.9,3
YPVP6EG,C5ZCJ7M,Trade Financing,2020/03/18,150745009,2021/11-07,2021-09/09,10621.93,16
M1PBQIF,MEQUYA4,Trade Financing,2020/01-22,182307518,2021-07/15,2021/07/15,24750.36,4
738E5D6,6SNI2VV,Term Loan,2020/02/11,242067082,2020-05-04,2020-08/09,25509.57,0
ONQYXFF,DPLKD5X,Business Line of Credit,2020-02/12,412776557,2023-01-27,2023-01-27,352196.86,165
O6LSEAI,28PPEA3,Working Capital,2020/03/01,203808153,2021-04-25,2021-02/24,12211.68,4
BQAOJQC,JAKQ2GD,Working Capital,2020/02-04,193288138,2022/01/24,2022-01-24,39109.05,37
ZPLP70Y,EJTQWGP,Working Capital,2020/01/12,74764933,2021-07/05,2021/07/05,5177.98,3
7HD24BY,1A87PH0,Equipment Financing,2020/03-19,109667442,2021/02/09,2021/03-14,16110.44,10
ESL4QVV,NY9HFV5,Working Capital,2020-01/07,221083704,2020/08/20,2021/01-01,178264.84,70
DG9VLXH,WFUC29X,Business Line of Credit,2020/03-29,287204704,2022-03-19,2022-03/19,39385.85,3
BSBK6IY,VKUP1X5,Term Loan,2020/03/22,246375912,2021-03-17,2021/03-17,12519.28,8
Z6KTM76,4UXAVBT,Equipment Financing,2020-01-02,319825536,2021/12/22,2021-12/22,101774.73,150
G1R2EMQ,OJL7Z4M,Working Capital,2020/02/28,97213051,2020/08-26,2020-08-26,13769.77,7
85G64LK,L8TKXYB,Term Loan,2020-02-08,282089611,2021/02/02,2021-02/02,55975.68,46
VFOR872,WFNOPBE,Working Capital,2020-02/07,255129044,2021/03/11,2021/02/01,27573.66,79
J0A1SN3,UQ0SNBL,Term Loan,2020-03-19,158691878,2021-11-17,2022-03-09,30247.62,84
59IWG4U,O6I8WVN,Working Capital,2020/01/21,237082534,2022-01-10,2022-01/10,10561.15,2
7JHY0J9,0TKRZUM,Trade Financing,2020/03-27,302630447,2021/11/16,2021-09/18,21329.1,3
KMREZ80,CMK9HTA,Term Loan,2020-03-04,108577919,2022-02-22,2022-02/22,15633.96,59
DJQ5906,S59NVC1,Term Loan,2020/03-22,322044814,2021/03/17,2021-03/17,22958.31,3
TF4G80B,ZRUU1N0,Term Loan,2020/03-09,100218887,2023-02/22,2023/02/22,3868.04,5
3GM633W,IG6NCQR,Trade Financing,2020/02-12,148561858,2021-09-21,2021-08-05,32795.2,52
YKLMIFJ,G10JPLS,Business Line of Credit,2020/02-24,154429847,2020-06/30,2020-08/22,13844.73,2
4RB6K7P,1KFKH8U,Working Capital,2020/03-23,148313082,2020-09/19,2020/09-19,26115.53,63
PKGIZ6R,Y3B4TKG,Trade Financing,2020-02/22,116803120,2021-02/16,2021-02-16,25836.02,86
S6DVL28,CKS6ONQ,Trade Financing,2020-03-02,266026739,2024-02/10,2024/02-10,26141.47,9
I5KXGH6,8OWMUD7,Trade Financing,2020-01-23,156577694,2021-05/29,2021/01-17,28979.77,79
0AIUJIC,P2A8HYM,Working Capital,2020/01-19,109745441,2022/05/28,2022/01/08,15316.4,45
94PPT1J,KE4HXEB,Working Capital,2020/03-19,223202814,2020/09/15,2020/09-15,6562.44,14
F0NT0CQ,SZNOPOD,Working Capital,2020/02/13,144606076,2021-05-18,2021/08-06,21022.84,16
1MC2DQP,M7CHYA5,Working Capital,2020-02/06,302369356,2021-07-30,2021-07/30,24150.93,4
EZ8SQ8M,VEOIVUJ,Working Capital,2020/03-04,194232336,2020/12-19,2021/02/27,9487.9,5
MAH1SYU,MWULVKH,Business Line of Credit,2020-01/04,169060821,2022/12/19,2022/12/19,5192.24,15
QINQ1HM,NDV9RGI,Term Loan,2020-03/21,89528916,2021/09-12,2021-09-12,26190.07,43
BFKZ1ML,IRNAMKO,Trade Financing,2020/01-24,169820285,2021/04/13,2020-07/22,36212.05,50
EGU8MVH,59K4KL4,Working Capital,2020/02/26,305124774,2021/12-18,2021-02/20,97856.52,41
2T96VHX,LS1S8VA,Working Capital,2020-01-25,229980519,2023-04-22,2023-01/09,26839.54,0
YAS7JLB,8IC27W6,Business Line of Credit,2020-02-16,162594292,2020/08/14,2020/08/14,3215.94,3
5OA6OWT,UPYAGIB,Working Capital,2020-02-27,218095110,2021-02/21,2021/02/21,8946.93,8
OMOC964,28PO1A1,Working Capital,2020/03/18,315660389,2022/03-08,2022-03/08,41122.53,1
3AGCGWZ,WZBWCGV,Working Capital,2020/02-05,106642722,2021-01-30,2021-01/30,2528.13,2
KKMNHYR,1WYJIHJ,Working Capital,2020-03-19,154173682,2021-09/10,2021/09-10,11678.09,4
1T5WCCS,5LHQZ54,Working Capital,2020-01-21,238007028,2020-09/27,2020/07/19,55160.95,58
63UQ0C2,4PW9LP4,Business Line of Credit,2020/02/25,269195962,2023-02/09,2023-02/09,7298.4,6
2BKK4EC,KC5AMVY,Trade Financing,2020-03/24,190584445,2024-03/03,2024-03-03,18887.71,4
2UZ1QIU,RQDWYWZ,Working Capital,2020/01-04,253711925,2020/07-02,2020-07/02,77730.39,414
HBEEA44,LFSNB4G,Working Capital,2020-03/25,311843363,2023/03/10,2023/03-10,38512.55,0
H3N8C2P,DKKHV4A,Business Line of Credit,2020-01-18,229839299,2023/01/02,2023-01/02,9853.34,28
V1KW9KW,FUNHKCA,Equipment Financing,2020-02-28,171606052,2021-06/27,2021-02/22,36676.63,57
WDED36M,C680I1T,Working Capital,2020-01-16,414100077,2021/07-09,2021/07/09,275859.88,73
GA7R9W6,V39UJYJ,Working Capital,2020-02/07,183653206,2021-05/19,2021/02/01,11838.52,2
6CZSBVZ,HTGWEV7,Trade Financing,2020-01/03,323864243,2020-11/20,2020-07/01,31761.94,5
8DH38GC,9DE8H19,Working Capital,2020/01/10,221066462,2024-04/08,2023/12-20,147623.33,83
4W3TY8E,EE03NRC,Working Capital,2020-01-14,198234097,2021/01/08,2021/01-08,9223.86,6
NSXQB4Q,1TCGBVQ,Business Line of Credit,2020-03-25,414989266,2022/03-15,2022/03/15,175853.08,75
Q87A9CA,IK4PZA6,Working Capital,2020/02-02,87601109,2021/09-07,2021-07-26,3789.86,2
P5J761G,LMO4725,Term Loan,2020-03/05,225362977,2021-08-27,2021-08-27,12991.14,23
0TAADMF,2MZ2F98,Trade Financing,2020/02/15,167039415,2021/06/13,2021/08-08,37869.02,50
Z3OWF4V,YIHVMIO,Equipment Financing,2020/03-05,248394855,2023/02/18,2023/02/18,19136.96,1
YEV6NR3,SBGPNM3,Equipment Financing,2020/01-07,175341795,2020-04-20,2020/07/05,9403.54,4
5AX8XNN,GPT4E7T,Working Capital,2020/03-24,109844787,2021/10/26,2021/09/15,22867.41,32
G1R2EMQ,6S7EP8H,Trade Financing,2020/01/19,261142358,2021/04/30,2021-07/12,77093.64,49
2OKO58A,PPWEOJI,Working Capital,2020/01-02,258580706,2022/07-22,2022/12/17,73111.36,63
94PPT1J,MOYC9RM,Working Capital,2020/01/03,177003585,2020-07/01,2020/07-01,22577.16,14
B1UOWJZ,R8GLIHK,Equipment Financing,2020/03-14,137018824,2022-12-20,2022-03-04,18354.43,1
0204E7U,H7KM314,Working Capital,2020/03-23,287620973,2022-05-10,2022-03/13,80337.61,43
649BTZV,C6PH8E6,Trade Financing,2020-02-17,117598710,2021/12/05,2021-08-10,2589.09,0
YDUK73D,X2FKRBV,Term Loan,2020/03/25,321277139,2021/10/22,2021-09-16,11919.53,8
KCLT3JO,RQUHC49,Working Capital,2020-01-21,283624139,2023-01/05,2023-01-05,39327.96,8
U5R3DZ6,EEY4FT1,Trade Financing,2020/01/26,132023603,2022-06/09,2022-01-15,17596.55,7
Z9KGRTB,7500Y4U,Term Loan,2020/03-10,125987300,2023/02-23,2023/02-23,35207.57,42
EI86SZV,RT1TALO,Trade Financing,2020/03/29,266590795,2021-09/20,2021-09/20,14238.16,7
MUEGS5C,467CL1T,Term Loan,2020-01/10,146902531,2023/02/16,2022/12/25,25447.34,62
OCUX5DT,N4TACLL,Business Line of Credit,2020-01/19,173952591,2021/07-12,2021/07/12,3322.37,2
PD963KM,D24K9VB,Term Loan,2020/03-04,108648528,2020-08/31,2020-08-31,4235.14,2
OT72QD0,JYYXU9E,Equipment Financing,2020/01/18,73970164,2021-07/11,2021-07-11,8821.4,1
LY4J7CH,E1N6V67,Business Line of Credit,2020-02-09,284427939,2021/02/03,2021/02-03,107133.49,332
B65HLXS,I7BXCXK,Working Capital,2020/03/08,210782907,2023/10/20,2023-02-21,20604.28,14
RE116MR,REMPO1I,Trade Financing,2020-03/28,288258923,2020-10-20,2021-03/23,30238.69,18
PFIBBWG,HS0GC39,Business Line of Credit,2020/02-07,120329497,2022/05/28,2022/01/27,9273.93,15
OH3934E,5B7QRPC,Working Capital,2020-01/21,150131691,2021/12-29,2021-07/14,39386.24,73
K8LSI1P,UZONU90,Working Capital,2020/03-16,319162134,2021/08-04,2021-03/11,117847.47,34
883UYMG,R0OL6S8,Trade Financing,2020-02-14,319823894,2020-11/15,2021/02-08,16688.86,6
HO08EDU,PNQ5QC2,Term Loan,2020/02-10,222812819,2021-03/19,2021/02/04,26792.26,5
VDQNJ5U,YCD4PAK,Equipment Financing,2020/03/07,273536813,2022/02/25,2022/02-25,28386.7,17
I9G0YRH,57SE3PQ,Business Line of Credit,2020-02/28,89522348,2022-02/17,2022-02-17,3104.68,13
TE4LLBZ,8GSTYYS,Term Loan,2020-03/19,303245408,2023/03-04,2023-03/04,201033.23,64
4JOAB2A,1KSUB08,Equipment Financing,2020-03/29,230445228,2023-03/14,2023/03-14,7950.39,5
OT72QD0,C34RGW0,Working Capital,2020/03-05,126840363,2021/02-28,2021-02/28,6537.83,1
MBHTSY3,JM7WTM6,Equipment Financing,2020/02-09,297577753,2020/08-07,2020-08/07,25332.67,1
AGIWAKQ,KC1PKRZ,Trade Financing,2020/01-12,84963921,2021-07-05,2021-07-05,6319.51,5
7SZWRJJ,24HHDB5,Trade Financing,2020/02-22,173079823,2021-08/15,2021-08-15,24036.37,0
RJ76541,7ZB6MQ2,Term Loan,2020-01/08,276089434,2022/01/10,2021/07-01,7918.91,11
JWHFPD9,CWI0AVR,Business Line of Credit,2020/01/26,395144674,2021/07/19,2021-07/19,246075.48,193
7VZTAIV,LK6OT4Q,Business Line of Credit,2020-03-26,324119588,2023-03/11,2023-03-11,6449.6,20
AONMUFT,9IXQE66,Business Line of Credit,2020-03/21,203039657,2021/02-21,2020/09-17,17396.94,13
